dhash,path,split,domain,eight_class,split_set
0c1737333333170c,data/alzheimers/NonDemented/333071f1-3b1d-40dd-8d52-df29e9d912b3.jpg,train,dementia,dementia_NonDemented,"test,train,val"
0c1737333333170c,data/alzheimers/NonDemented/9fa3ffd1-c017-418d-8913-c5a15ac7799c.jpg,train,dementia,dementia_NonDemented,"test,train,val"
0c1737333333170c,data/alzheimers/NonDemented/dc54187b-6a69-455a-8c97-7bc6e22fd3ee.jpg,train,dementia,dementia_NonDemented,"test,train,val"
0c1737333333170c,data/alzheimers/NonDemented/ed578d0c-b808-46eb-a168-ba88e61b4a62.jpg,train,dementia,dementia_NonDemented,"test,train,val"
0c1737333333170c,data/alzheimers/NonDemented/nonDem2026.jpg,train,dementia,dementia_NonDemented,"test,train,val"
0c1737333333170c,data/alzheimers/NonDemented/nonDem2142.jpg,train,dementia,dementia_NonDemented,"test,train,val"
0c1737333333170c,data/alzheimers/NonDemented/nonDem2213.jpg,train,dementia,dementia_NonDemented,"test,train,val"
0c1737333333170c,data/alzheimers/NonDemented/nonDem2242.jpg,train,dementia,dementia_NonDemented,"test,train,val"
0c1737333333170c,data/alzheimers/NonDemented/nonDem2342.jpg,train,dementia,dementia_NonDemented,"test,train,val"
0c1737333333170c,data/alzheimers/NonDemented/nonDem2421.jpg,train,dementia,dementia_NonDemented,"test,train,val"
0c1737333333170c,data/alzheimers/NonDemented/nonDem2442.jpg,train,dementia,dementia_NonDemented,"test,train,val"
0c1737333333170c,data/alzheimers/NonDemented/nonDem2541.jpg,train,dementia,dementia_NonDemented,"test,train,val"
0c1737333333170c,data/alzheimers/VeryMildDemented/0128d3e4-b08c-4a9e-98c5-03fde3bdd666.jpg,train,dementia,dementia_VeryMildDemented,"test,train,val"
0c1737333333170c,data/alzheimers/VeryMildDemented/19b1683e-a0be-478d-b974-436b4465cbbf.jpg,train,dementia,dementia_VeryMildDemented,"test,train,val"
0c1737333333170c,data/alzheimers/VeryMildDemented/290a022a-c171-4c7c-9194-c3f1c48fdbe2.jpg,train,dementia,dementia_VeryMildDemented,"test,train,val"
0c1737333333170c,data/alzheimers/VeryMildDemented/50c4e66a-6347-40ad-a4ab-760affeffe87.jpg,train,dementia,dementia_VeryMildDemented,"test,train,val"
0c1737333333170c,data/alzheimers/VeryMildDemented/6844c6ba-a2dc-4c05-bd54-1de2f00a2e14.jpg,train,dementia,dementia_VeryMildDemented,"test,train,val"
0c1737333333170c,data/alzheimers/VeryMildDemented/7239970a-df0c-43eb-996b-ff9c16a3d6a5.jpg,train,dementia,dementia_VeryMildDemented,"test,train,val"
0c1737333333170c,data/alzheimers/VeryMildDemented/74cc6686-97e1-4f9b-9634-e9c33b92b0a7.jpg,train,dementia,dementia_VeryMildDemented,"test,train,val"
0c1737333333170c,data/alzheimers/VeryMildDemented/8d0a3c5b-cd83-4faf-a018-4a64487bdb11.jpg,train,dementia,dementia_VeryMildDemented,"test,train,val"
0c1737333333170c,data/alzheimers/VeryMildDemented/aae0eaed-bbf4-4c18-b375-9032a3cec543.jpg,train,dementia,dementia_VeryMildDemented,"test,train,val"
0c1737333333170c,data/alzheimers/VeryMildDemented/ec86d91a-f739-46b6-9c64-0501a0723ae9.jpg,train,dementia,dementia_VeryMildDemented,"test,train,val"
0c1737333333170c,data/alzheimers/VeryMildDemented/ef5b5523-7217-45ef-bae6-741bb58aee45.jpg,train,dementia,dementia_VeryMildDemented,"test,train,val"
0c1737333333170c,data/alzheimers/VeryMildDemented/verymildDem1369.jpg,train,dementia,dementia_VeryMildDemented,"test,train,val"
0c1737333333170c,data/alzheimers/VeryMildDemented/verymildDem1556.jpg,train,dementia,dementia_VeryMildDemented,"test,train,val"
0c1737333333170c,data/alzheimers/VeryMildDemented/verymildDem1560.jpg,train,dementia,dementia_VeryMildDemented,"test,train,val"
0c1737333333170c,data/alzheimers/VeryMildDemented/verymildDem1626.jpg,train,dementia,dementia_VeryMildDemented,"test,train,val"
0c1737333333170c,data/alzheimers/VeryMildDemented/verymildDem1696.jpg,train,dementia,dementia_VeryMildDemented,"test,train,val"
0c1737333333170c,data/alzheimers/VeryMildDemented/verymildDem1766.jpg,train,dementia,dementia_VeryMildDemented,"test,train,val"
0c1737333333170c,data/alzheimers/VeryMildDemented/6f69d36d-6f21-47a3-a118-f43a5219c260.jpg,val,dementia,dementia_VeryMildDemented,"test,train,val"
141737233317170c,data/alzheimers/MildDemented/01bb5650-386e-4bdd-854e-54e12030a3c0.jpg,test,dementia,dementia_MildDemented,"test,train"
141737233317170c,data/alzheimers/MildDemented/55de450c-6017-4191-954d-5fd86c4ffe6a.jpg,train,dementia,dementia_MildDemented,"test,train"
141737233317170c,data/alzheimers/VeryMildDemented/e63f5a1f-eceb-45c8-87be-66e1071b2efe.jpg,train,dementia,dementia_VeryMildDemented,"test,train"
8e172b331713178c,data/alzheimers/MildDemented/022a4630-6ecd-44d1-8410-6877d7a7323a.jpg,test,dementia,dementia_MildDemented,"test,train"
8e172b331713178c,data/alzheimers/MildDemented/6c9d7f89-493f-46ef-a01b-5bc27656d6cd.jpg,train,dementia,dementia_MildDemented,"test,train"
96133317171717cc,data/alzheimers/MildDemented/035f9b06-6708-4ea3-83ed-0835e3230a11.jpg,test,dementia,dementia_MildDemented,"test,train"
96133317171717cc,data/alzheimers/ModerateDemented/f932ba28-c571-488f-af5e-9428d5b4543a.jpg,train,dementia,dementia_ModerateDemented,"test,train"
8e1733171717964c,data/alzheimers/MildDemented/03ba4d93-cffa-4fa6-afd5-c215eb96ccce.jpg,test,dementia,dementia_MildDemented,"test,train"
8e1733171717964c,data/alzheimers/NonDemented/cfab4dcc-d201-42f5-a1b4-1b07c03757bc.jpg,train,dementia,dementia_NonDemented,"test,train"
0c1733371713170c,data/alzheimers/MildDemented/03d83273-7988-4f5c-a1cd-6057d3d3f6b8.jpg,test,dementia,dementia_MildDemented,"test,train,val"
0c1733371713170c,data/alzheimers/MildDemented/7de67770-7d0d-4b27-ae1c-04f3385143db.jpg,test,dementia,dementia_MildDemented,"test,train,val"
0c1733371713170c,data/alzheimers/MildDemented/mildDem327.jpg,test,dementia,dementia_MildDemented,"test,train,val"
0c1733371713170c,data/alzheimers/NonDemented/f74a0e54-b43e-4ca0-b088-6401df6785f3.jpg,test,dementia,dementia_NonDemented,"test,train,val"
0c1733371713170c,data/alzheimers/NonDemented/nonDem1429.jpg,test,dementia,dementia_NonDemented,"test,train,val"
0c1733371713170c,data/alzheimers/NonDemented/nonDem726.jpg,test,dementia,dementia_NonDemented,"test,train,val"
0c1733371713170c,data/alzheimers/VeryMildDemented/3ca245c0-2158-428c-b83a-474bd525a2d8.jpg,test,dementia,dementia_VeryMildDemented,"test,train,val"
0c1733371713170c,data/alzheimers/VeryMildDemented/verymildDem740.jpg,test,dementia,dementia_VeryMildDemented,"test,train,val"
0c1733371713170c,data/alzheimers/MildDemented/65d9a925-00f1-4d23-a846-526041e687e7.jpg,train,dementia,dementia_MildDemented,"test,train,val"
0c1733371713170c,data/alzheimers/MildDemented/ca773537-199f-489f-b22c-fc5a1fedc5aa.jpg,train,dementia,dementia_MildDemented,"test,train,val"
0c1733371713170c,data/alzheimers/MildDemented/fbb5e91e-c316-48af-9998-06336173636e.jpg,train,dementia,dementia_MildDemented,"test,train,val"
0c1733371713170c,data/alzheimers/MildDemented/mildDem355.jpg,train,dementia,dementia_MildDemented,"test,train,val"
0c1733371713170c,data/alzheimers/NonDemented/2c004087-fb06-4d3f-abd7-d71ae087da89.jpg,train,dementia,dementia_NonDemented,"test,train,val"
0c1733371713170c,data/alzheimers/NonDemented/3b55b127-ecc9-43fa-9801-8afeec8a1232.jpg,train,dementia,dementia_NonDemented,"test,train,val"
0c1733371713170c,data/alzheimers/NonDemented/nonDem1015.jpg,train,dementia,dementia_NonDemented,"test,train,val"
0c1733371713170c,data/alzheimers/NonDemented/nonDem1120.jpg,train,dementia,dementia_NonDemented,"test,train,val"
0c1733371713170c,data/alzheimers/NonDemented/nonDem1446.jpg,train,dementia,dementia_NonDemented,"test,train,val"
0c1733371713170c,data/alzheimers/NonDemented/nonDem1530.jpg,train,dementia,dementia_NonDemented,"test,train,val"
0c1733371713170c,data/alzheimers/NonDemented/nonDem1577.jpg,train,dementia,dementia_NonDemented,"test,train,val"
0c1733371713170c,data/alzheimers/NonDemented/nonDem1677.jpg,train,dementia,dementia_NonDemented,"test,train,val"
0c1733371713170c,data/alzheimers/VeryMildDemented/b4aee9eb-dbe6-41f7-bcf1-707af642b251.jpg,train,dementia,dementia_VeryMildDemented,"test,train,val"
0c1733371713170c,data/alzheimers/NonDemented/543a7c98-277c-44b8-90d2-27f97fc8d013.jpg,val,dementia,dementia_NonDemented,"test,train,val"
0c1733371713170c,data/alzheimers/NonDemented/6344438e-d07b-4712-b2cd-a114d986e265.jpg,val,dementia,dementia_NonDemented,"test,train,val"
0c0f333b3333160c,data/alzheimers/MildDemented/03eb2af1-2d60-4f6c-b04b-be4c6d930453.jpg,test,dementia,dementia_MildDemented,"test,train"
0c0f333b3333160c,data/alzheimers/MildDemented/50e4b8dd-facd-400f-90db-331f03f171b7.jpg,train,dementia,dementia_MildDemented,"test,train"
0c0f333b3333160c,data/alzheimers/MildDemented/mildDem674.jpg,train,dementia,dementia_MildDemented,"test,train"
0c0f333b3333160c,data/alzheimers/MildDemented/mildDem702.jpg,train,dementia,dementia_MildDemented,"test,train"
c4172333333316cc,data/alzheimers/MildDemented/05a4d3df-6142-4941-9b74-2eb0e5b8603d.jpg,test,dementia,dementia_MildDemented,"test,train"
c4172333333316cc,data/alzheimers/MildDemented/81eb4b12-e6e2-468f-8f04-f84a988a4d34.jpg,train,dementia,dementia_MildDemented,"test,train"
c4172333333316cc,data/alzheimers/NonDemented/8c23bfea-1425-40e8-b642-c5a36f61421b.jpg,train,dementia,dementia_NonDemented,"test,train"
86172b3317131794,data/alzheimers/MildDemented/0653fde2-0493-4e5c-9e24-3609cdae91e1.jpg,test,dementia,dementia_MildDemented,"test,train"
86172b3317131794,data/alzheimers/MildDemented/9978afb8-f97a-44c7-ad74-bff0e05c07fc.jpg,train,dementia,dementia_MildDemented,"test,train"
8417333717331784,data/alzheimers/MildDemented/0689ed7c-7458-4510-8c07-bcc09706ddbf.jpg,test,dementia,dementia_MildDemented,"test,train"
8417333717331784,data/alzheimers/MildDemented/b036bf81-0765-4729-b6cc-1a326112e150.jpg,train,dementia,dementia_MildDemented,"test,train"
86173b331717178c,data/alzheimers/MildDemented/071e3883-de77-4066-aa29-08db03d5a6a7.jpg,test,dementia,dementia_MildDemented,"test,train"
86173b331717178c,data/alzheimers/MildDemented/13e3b46e-dba4-4a6d-b129-da08109ca5aa.jpg,test,dementia,dementia_MildDemented,"test,train"
86173b331717178c,data/alzheimers/MildDemented/1699d42b-c0aa-44a5-bb76-7dd20607223a.jpg,test,dementia,dementia_MildDemented,"test,train"
86173b331717178c,data/alzheimers/MildDemented/2b6302e8-8835-4452-8a7b-42a930e50952.jpg,test,dementia,dementia_MildDemented,"test,train"
86173b331717178c,data/alzheimers/MildDemented/0cede155-54fc-4b1e-adfc-77392d5e46e4.jpg,train,dementia,dementia_MildDemented,"test,train"
86173b331717178c,data/alzheimers/MildDemented/125082ba-a9dc-4506-bd19-81fd95617169.jpg,train,dementia,dementia_MildDemented,"test,train"
86173b331717178c,data/alzheimers/MildDemented/27d0e73d-fb25-4514-842e-65d30ccb56b3.jpg,train,dementia,dementia_MildDemented,"test,train"
86173b331717178c,data/alzheimers/MildDemented/326c7f6f-8a49-4850-926d-8eddef5deaa5.jpg,train,dementia,dementia_MildDemented,"test,train"
86173b331717178c,data/alzheimers/MildDemented/3fb5a265-e39e-45f4-bfbe-d6429c02d426.jpg,train,dementia,dementia_MildDemented,"test,train"
86173b331717178c,data/alzheimers/MildDemented/4c71c80a-5919-48ef-9f0d-3dc944bf6be3.jpg,train,dementia,dementia_MildDemented,"test,train"
86173b331717178c,data/alzheimers/MildDemented/57b2c7fe-760d-4b13-8a5c-cc50d53d82b4.jpg,train,dementia,dementia_MildDemented,"test,train"
86173b331717178c,data/alzheimers/MildDemented/6efd8d64-ab89-448b-a413-bd75a0879d1a.jpg,train,dementia,dementia_MildDemented,"test,train"
86173b331717178c,data/alzheimers/MildDemented/7ed9fc57-5281-497d-b826-db8b4fd560bb.jpg,train,dementia,dementia_MildDemented,"test,train"
86173b331717178c,data/alzheimers/MildDemented/7f71942f-239f-4e59-bd42-f4f1e3db7cb9.jpg,train,dementia,dementia_MildDemented,"test,train"
86173b331717178c,data/alzheimers/MildDemented/88c4444c-c8c1-43a8-8b55-a0742f53d601.jpg,train,dementia,dementia_MildDemented,"test,train"
86173b331717178c,data/alzheimers/MildDemented/b4a30c53-0c4e-4e52-9881-8beff8b925f1.jpg,train,dementia,dementia_MildDemented,"test,train"
86173b331717178c,data/alzheimers/MildDemented/c858c4f0-5b8e-4676-9b1b-fa062e048190.jpg,train,dementia,dementia_MildDemented,"test,train"
86173b331717178c,data/alzheimers/MildDemented/ce2a4a70-3e42-403d-8bae-117e61888c3d.jpg,train,dementia,dementia_MildDemented,"test,train"
86173b331717178c,data/alzheimers/MildDemented/ff1b5901-a42e-402a-825c-665a90dfa8e5.jpg,train,dementia,dementia_MildDemented,"test,train"
86173b331717178c,data/alzheimers/ModerateDemented/660c1cdb-8e3d-40a2-b4ef-b62fd57a7bfb.jpg,train,dementia,dementia_ModerateDemented,"test,train"
86173b331717178c,data/alzheimers/NonDemented/033a8970-d041-49de-b11d-5b6bcce92e2b.jpg,train,dementia,dementia_NonDemented,"test,train"
86173b331717178c,data/alzheimers/NonDemented/c697dc20-8ddf-413e-adcb-0e6aa8f4432a.jpg,train,dementia,dementia_NonDemented,"test,train"
86173b331717178c,data/alzheimers/VeryMildDemented/0f60cc15-038b-4166-990f-7141d65ddb73.jpg,train,dementia,dementia_VeryMildDemented,"test,train"
cc17372b331717cc,data/alzheimers/MildDemented/07438aba-6491-4b3d-b6ec-2caf98c0d46a.jpg,test,dementia,dementia_MildDemented,"test,train"
cc17372b331717cc,data/alzheimers/MildDemented/291eca4d-c848-4341-bd51-1c3d6b494a76.jpg,test,dementia,dementia_MildDemented,"test,train"
cc17372b331717cc,data/alzheimers/MildDemented/6ccade6b-15ac-4e9c-85d8-95ae6a198c8e.jpg,test,dementia,dementia_MildDemented,"test,train"
cc17372b331717cc,data/alzheimers/MildDemented/8d546f9e-6b9b-4e6f-97f1-730115893903.jpg,train,dementia,dementia_MildDemented,"test,train"
cc17372b331717cc,data/alzheimers/MildDemented/ba7bb33c-8823-4554-930a-b82cac1ac911.jpg,train,dementia,dementia_MildDemented,"test,train"
cc17372b2b1716cc,data/alzheimers/MildDemented/076406d2-510e-446b-8a9c-00c11da30876.jpg,test,dementia,dementia_MildDemented,"test,train"
cc17372b2b1716cc,data/alzheimers/MildDemented/1b96c90f-99cf-43dd-a8df-0e6dace9a324.jpg,train,dementia,dementia_MildDemented,"test,train"
cc17372b2b1716cc,data/alzheimers/MildDemented/576a3e36-a975-4eaf-beeb-ea3bfbb0a119.jpg,train,dementia,dementia_MildDemented,"test,train"
cc17372b2b1716cc,data/alzheimers/MildDemented/b1abfce8-7c41-497b-81da-4ac0370b8259.jpg,train,dementia,dementia_MildDemented,"test,train"
0c1f3b371717170e,data/alzheimers/MildDemented/07a0fd8e-898f-4eb8-a616-902f982409d0.jpg,test,dementia,dementia_MildDemented,"test,train"
0c1f3b371717170e,data/alzheimers/MildDemented/mildDem199.jpg,train,dementia,dementia_MildDemented,"test,train"
0c1f3b371717170e,data/alzheimers/MildDemented/mildDem227.jpg,train,dementia,dementia_MildDemented,"test,train"
0617332b33331716,data/alzheimers/MildDemented/080c1426-1df1-4ad7-9913-551162d0acdf.jpg,test,dementia,dementia_MildDemented,"test,train"
0617332b33331716,data/alzheimers/MildDemented/75f47814-4d8c-4c53-8a04-c6def01dff0d.jpg,test,dementia,dementia_MildDemented,"test,train"
0617332b33331716,data/alzheimers/NonDemented/14c7e743-e6b1-4eaa-9352-fe75e6a2a77b.jpg,test,dementia,dementia_NonDemented,"test,train"
0617332b33331716,data/alzheimers/NonDemented/a1be6913-b640-4f10-8cac-344a4db7e3b5.jpg,test,dementia,dementia_NonDemented,"test,train"
0617332b33331716,data/alzheimers/NonDemented/a9d318a3-5b82-458a-9e75-0a4a211bb317.jpg,test,dementia,dementia_NonDemented,"test,train"
0617332b33331716,data/alzheimers/NonDemented/c090258a-25dd-4704-a534-1e8da9ee9dfe.jpg,test,dementia,dementia_NonDemented,"test,train"
0617332b33331716,data/alzheimers/MildDemented/8fa9f47e-ec93-400e-8297-5b4cf30ae456.jpg,train,dementia,dementia_MildDemented,"test,train"
0617332b33331716,data/alzheimers/NonDemented/297d348d-67a7-42c3-8b25-f056b3699af2.jpg,train,dementia,dementia_NonDemented,"test,train"
0617332b33331716,data/alzheimers/NonDemented/5568bdf3-b73d-4bee-8447-c1ba8e219614.jpg,train,dementia,dementia_NonDemented,"test,train"
0617332b33331716,data/alzheimers/NonDemented/5642ffde-212e-4f23-96e8-2180e62a3af2.jpg,train,dementia,dementia_NonDemented,"test,train"
0617332b33331716,data/alzheimers/NonDemented/5f91f855-a40b-4182-94f4-6e535aa3fa4f.jpg,train,dementia,dementia_NonDemented,"test,train"
0617332b33331716,data/alzheimers/NonDemented/fd020e38-094b-4831-b2a7-7600b15cffda.jpg,train,dementia,dementia_NonDemented,"test,train"
0617332b33331716,data/alzheimers/VeryMildDemented/2b63070e-3af7-44f0-9700-29d095c45e91.jpg,train,dementia,dementia_VeryMildDemented,"test,train"
0617332b33331716,data/alzheimers/VeryMildDemented/4047d5f0-3473-4f56-b48e-8a5259656d82.jpg,train,dementia,dementia_VeryMildDemented,"test,train"
0617332b33331716,data/alzheimers/VeryMildDemented/8373840d-399b-4d6b-a138-2ed53118f84c.jpg,train,dementia,dementia_VeryMildDemented,"test,train"
8e1f2b3317131784,data/alzheimers/MildDemented/0833e889-3b7b-4b13-843d-f67c5506555d.jpg,test,dementia,dementia_MildDemented,"test,train,val"
8e1f2b3317131784,data/alzheimers/MildDemented/03b8625a-2a5d-4c24-b7c3-e7cde52b3478.jpg,train,dementia,dementia_MildDemented,"test,train,val"
8e1f2b3317131784,data/alzheimers/MildDemented/0f42313f-5472-4d10-9f3a-d70663ff2e19.jpg,train,dementia,dementia_MildDemented,"test,train,val"
8e1f2b3317131784,data/alzheimers/MildDemented/3f9aea3a-9505-464f-9d82-001c0038b201.jpg,train,dementia,dementia_MildDemented,"test,train,val"
8e1f2b3317131784,data/alzheimers/MildDemented/4de0fbec-f90f-4809-9dd1-19f6e21a47ec.jpg,train,dementia,dementia_MildDemented,"test,train,val"
8e1f2b3317131784,data/alzheimers/MildDemented/cb63b71f-dcc9-4915-a807-18e86a3e0267.jpg,val,dementia,dementia_MildDemented,"test,train,val"
8e17333317131796,data/alzheimers/MildDemented/08fd1060-31e3-4988-b141-0f10e7d9f772.jpg,test,dementia,dementia_MildDemented,"test,train,val"
8e17333317131796,data/alzheimers/MildDemented/3d5ba55b-e236-4b10-9291-36f83e3153c9.jpg,train,dementia,dementia_MildDemented,"test,train,val"
8e17333317131796,data/alzheimers/MildDemented/98c40f0a-cb43-4f12-ad63-cf33006fcd6c.jpg,val,dementia,dementia_MildDemented,"test,train,val"
cc172b2b333316cc,data/alzheimers/MildDemented/0986aea9-cc63-4c07-8c83-6f82650cb31e.jpg,test,dementia,dementia_MildDemented,"test,train,val"
cc172b2b333316cc,data/alzheimers/MildDemented/a93f4892-2c69-4ec3-a125-6edf6cb6e2b4.jpg,test,dementia,dementia_MildDemented,"test,train,val"
cc172b2b333316cc,data/alzheimers/NonDemented/a14c37de-f7c7-4aad-a453-b8c502df22b0.jpg,test,dementia,dementia_NonDemented,"test,train,val"
cc172b2b333316cc,data/alzheimers/VeryMildDemented/15519c43-7df8-4ffb-84a4-6fd5eeabce93.jpg,test,dementia,dementia_VeryMildDemented,"test,train,val"
cc172b2b333316cc,data/alzheimers/VeryMildDemented/66f29af0-827b-4119-85c8-b4c1168046c7.jpg,test,dementia,dementia_VeryMildDemented,"test,train,val"
cc172b2b333316cc,data/alzheimers/VeryMildDemented/ad1a657a-ec3f-4e80-8be8-287c8457fd93.jpg,test,dementia,dementia_VeryMildDemented,"test,train,val"
cc172b2b333316cc,data/alzheimers/MildDemented/12fa9670-9a5d-4eee-8a5e-e01a068fd317.jpg,train,dementia,dementia_MildDemented,"test,train,val"
cc172b2b333316cc,data/alzheimers/MildDemented/13015d47-546e-4fb9-b700-448f302f734d.jpg,train,dementia,dementia_MildDemented,"test,train,val"
cc172b2b333316cc,data/alzheimers/MildDemented/1a980436-a88a-4d67-9314-7765ec9f94db.jpg,train,dementia,dementia_MildDemented,"test,train,val"
cc172b2b333316cc,data/alzheimers/MildDemented/4b00dce0-7259-459e-bdb3-cb578246e4d5.jpg,train,dementia,dementia_MildDemented,"test,train,val"
cc172b2b333316cc,data/alzheimers/MildDemented/5e9c595d-7d34-4d8c-83a6-fbf592af6a29.jpg,train,dementia,dementia_MildDemented,"test,train,val"
cc172b2b333316cc,data/alzheimers/MildDemented/99dc1115-79b9-4864-b942-49c398b15629.jpg,train,dementia,dementia_MildDemented,"test,train,val"
cc172b2b333316cc,data/alzheimers/MildDemented/a39f90b3-e497-454b-99b6-7cb56340f87f.jpg,train,dementia,dementia_MildDemented,"test,train,val"
cc172b2b333316cc,data/alzheimers/MildDemented/b274ae2c-9e4f-4010-a4e4-4539283a2b4f.jpg,train,dementia,dementia_MildDemented,"test,train,val"
cc172b2b333316cc,data/alzheimers/MildDemented/c8b280e8-531d-4c67-986e-a34d60156d28.jpg,train,dementia,dementia_MildDemented,"test,train,val"
cc172b2b333316cc,data/alzheimers/MildDemented/d38214aa-7944-49b4-8a72-98581e8bc923.jpg,train,dementia,dementia_MildDemented,"test,train,val"
cc172b2b333316cc,data/alzheimers/MildDemented/fde5ffe8-736d-4e5c-8bc1-6f44271deb71.jpg,train,dementia,dementia_MildDemented,"test,train,val"
cc172b2b333316cc,data/alzheimers/NonDemented/1d1a49a8-ee21-4166-bcea-02305474064e.jpg,train,dementia,dementia_NonDemented,"test,train,val"
cc172b2b333316cc,data/alzheimers/NonDemented/b95d5a7f-c8c9-4ce7-9855-832307869f65.jpg,train,dementia,dementia_NonDemented,"test,train,val"
cc172b2b333316cc,data/alzheimers/NonDemented/dae2c6f1-872f-47f4-9852-b935ec41f7d5.jpg,train,dementia,dementia_NonDemented,"test,train,val"
cc172b2b333316cc,data/alzheimers/VeryMildDemented/05411d69-8850-4afb-9d45-42eac2df361c.jpg,train,dementia,dementia_VeryMildDemented,"test,train,val"
cc172b2b333316cc,data/alzheimers/VeryMildDemented/316bc8fd-f80d-4b90-b594-392c822278e1.jpg,train,dementia,dementia_VeryMildDemented,"test,train,val"
cc172b2b333316cc,data/alzheimers/VeryMildDemented/42194956-6e0c-464f-84fb-bd099801e43d.jpg,train,dementia,dementia_VeryMildDemented,"test,train,val"
cc172b2b333316cc,data/alzheimers/VeryMildDemented/9bffd248-f1c9-4b47-a3f4-310968ce8f72.jpg,train,dementia,dementia_VeryMildDemented,"test,train,val"
cc172b2b333316cc,data/alzheimers/MildDemented/2163a020-3f8e-48dc-84cd-45a077fb4acf.jpg,val,dementia,dementia_MildDemented,"test,train,val"
cc172b2b333316cc,data/alzheimers/MildDemented/b1b2c601-9388-4804-991c-3a5d8aebd157.jpg,val,dementia,dementia_MildDemented,"test,train,val"
0e27333717171e00,data/alzheimers/MildDemented/098cfd8b-99c2-42af-90e0-501ee79b5428.jpg,test,dementia,dementia_MildDemented,"test,val"
0e27333717171e00,data/alzheimers/VeryMildDemented/af738741-cdaa-4044-9684-571b215a53a5.jpg,val,dementia,dementia_VeryMildDemented,"test,val"
1c173b2b3333171c,data/alzheimers/MildDemented/0994718c-2aaa-4181-a9b4-86d92b877d76.jpg,test,dementia,dementia_MildDemented,"test,train,val"
1c173b2b3333171c,data/alzheimers/MildDemented/714cc334-4d82-4d14-b5e6-4028a75fb579.jpg,train,dementia,dementia_MildDemented,"test,train,val"
1c173b2b3333171c,data/alzheimers/MildDemented/815a5c7e-9822-47bc-9c38-1d1f917d708b.jpg,train,dementia,dementia_MildDemented,"test,train,val"
1c173b2b3333171c,data/alzheimers/MildDemented/c69a7c18-287c-4506-b501-7d5dc52965bc.jpg,train,dementia,dementia_MildDemented,"test,train,val"
1c173b2b3333171c,data/alzheimers/MildDemented/mildDem625.jpg,val,dementia,dementia_MildDemented,"test,train,val"
