sha256,path,split,domain,eight_class,split_set
ed019b6d2cafc13b0d464e9bb2911d140dd4420a40b150c76f943621516ce762,data/alzheimers/MildDemented/980067dc-9bb8-49d0-b4e5-9ba3db169847.jpg,train,dementia,dementia_MildDemented,"test,train"
93b921747c0fabd2736afd2b987407a50c68682109efc5c57a225bf08ed85a8d,data/alzheimers/MildDemented/4d7eb813-60d2-45da-bed8-13e546159529.jpg,test,dementia,dementia_MildDemented,"test,train"
93b921747c0fabd2736afd2b987407a50c68682109efc5c57a225bf08ed85a8d,data/alzheimers/MildDemented/9e2041ad-8306-4b1f-b286-8ffa6073de26.jpg,train,dementia,dementia_MildDemented,"test,train"
93b921747c0fabd2736afd2b987407a50c68682109efc5c57a225bf08ed85a8d,data/alzheimers/MildDemented/a8f1d8d5-401e-4e6c-9ca9-7f52023f27b7.jpg,train,dementia,dementia_MildDemented,"test,train"
141bb412caa621b9b8d0d354bcd963bab583dd3886a8400217039b8a07daacdd,data/alzheimers/MildDemented/505bcd0a-6618-4060-b693-2dd65c4ff940.jpg,test,dementia,dementia_MildDemented,"test,train"
141bb412caa621b9b8d0d354bcd963bab583dd3886a8400217039b8a07daacdd,data/alzheimers/MildDemented/3d9094dd-d34f-4d20-9b43-f36d9c7f0ea9.jpg,train,dementia,dementia_MildDemented,"test,train"
4b7ec07590568a4c2684283b76b81b36221c49a73f17308e8a8e1dc80a11598e,data/alzheimers/MildDemented/55bee1c1-b8a0-460b-b860-d81a171cddd9.jpg,test,dementia,dementia_MildDemented,"test,train"
4b7ec07590568a4c2684283b76b81b36221c49a73f17308e8a8e1dc80a11598e,data/alzheimers/MildDemented/63414359-d522-48be-bfbf-2946e53479cb.jpg,train,dementia,dementia_MildDemented,"test,train"
4b7ec07590568a4c2684283b76b81b36221c49a73f17308e8a8e1dc80a11598e,data/alzheimers/MildDemented/a964197b-5a0c-46cd-8343-7450c00b324a.jpg,train,dementia,dementia_MildDemented,"test,train"
5653ba597db4e7c1dbe84465b30e01728545f435c798a07df4cba36af85b4a05,data/alzheimers/MildDemented/591e8694-a598-4a02-bf43-6b507a7b346f.jpg,test,dementia,dementia_MildDemented,"test,train"
5653ba597db4e7c1dbe84465b30e01728545f435c798a07df4cba36af85b4a05,data/alzheimers/MildDemented/0dec3a1d-adfe-40cb-8b52-0d8eda9030f3.jpg,train,dementia,dementia_MildDemented,"test,train"
9312ff35ea5edc5fde03f5cdb99969e3ff3c13a803db797636e07d512be56105,data/alzheimers/MildDemented/59b264a9-727a-4a2d-9752-154d73e79df9.jpg,test,dementia,dementia_MildDemented,"test,train"
9312ff35ea5edc5fde03f5cdb99969e3ff3c13a803db797636e07d512be56105,data/alzheimers/MildDemented/3045c931-418c-43b0-8e7f-dded905b4210.jpg,train,dementia,dementia_MildDemented,"test,train"
9312ff35ea5edc5fde03f5cdb99969e3ff3c13a803db797636e07d512be56105,data/alzheimers/MildDemented/aac67657-d185-4ce6-9660-062549a14f54.jpg,train,dementia,dementia_MildDemented,"test,train"
e2fabf5432a7e319283493f798080e98de897d9f21ece5854deb3124ef2374c2,data/alzheimers/MildDemented/646de98a-1763-4415-8b05-82ed482d537d.jpg,test,dementia,dementia_MildDemented,"test,val"
e2fabf5432a7e319283493f798080e98de897d9f21ece5854deb3124ef2374c2,data/alzheimers/MildDemented/303c1b70-c90e-4862-a341-c3085d615e30.jpg,val,dementia,dementia_MildDemented,"test,val"
e2fabf5432a7e319283493f798080e98de897d9f21ece5854deb3124ef2374c2,data/alzheimers/MildDemented/f88152bb-a358-411d-88a7-4e778b6486f8.jpg,val,dementia,dementia_MildDemented,"test,val"
c0ac7f3d1af781002c97453750d1d8839a7549377be8dc8505cfbb4930b59f4e,data/alzheimers/MildDemented/78530356-6c41-4388-9a8f-0703c799dc30.jpg,test,dementia,dementia_MildDemented,"test,val"
c0ac7f3d1af781002c97453750d1d8839a7549377be8dc8505cfbb4930b59f4e,data/alzheimers/MildDemented/e15d974a-9686-47fa-9a09-b1f1bb192865.jpg,val,dementia,dementia_MildDemented,"test,val"
d240b0cff6c276b2036c9c68bb7e83c922c9f0c6c980b9094a783cb0a74144d1,data/alzheimers/MildDemented/81088830-a896-4734-a4bd-ff08d26ca50a.jpg,test,dementia,dementia_MildDemented,"test,train"
d240b0cff6c276b2036c9c68bb7e83c922c9f0c6c980b9094a783cb0a74144d1,data/alzheimers/MildDemented/55c59924-fab7-4212-9ee0-3c956b52791b.jpg,train,dementia,dementia_MildDemented,"test,train"
902b57318dc3d09994410172a6a3cf7e0aefb68989119fdf2879d5b1562262b5,data/alzheimers/MildDemented/8962d027-2e54-4e6e-9756-df7434478ae3.jpg,test,dementia,dementia_MildDemented,"test,train"
902b57318dc3d09994410172a6a3cf7e0aefb68989119fdf2879d5b1562262b5,data/alzheimers/MildDemented/980dcfc1-2146-45fd-8146-1a6cc8f8e453.jpg,train,dementia,dementia_MildDemented,"test,train"
347b10087957ca890c5a1e931ada4275e386b191949ef6a5ce79835a0b6f5959,data/alzheimers/MildDemented/8b099bbb-eef7-4524-879d-9dd2c4161d11.jpg,test,dementia,dementia_MildDemented,"test,train"
347b10087957ca890c5a1e931ada4275e386b191949ef6a5ce79835a0b6f5959,data/alzheimers/MildDemented/43605372-d40a-4e79-b02d-21ac6c13c696.jpg,train,dementia,dementia_MildDemented,"test,train"
4c56ec41c8ca608bbfb6a458a07a1a6d432e17cc3589e84dc25a25bc658f8eba,data/alzheimers/MildDemented/ab1bb416-b4f9-44db-bc39-620888f76e88.jpg,test,dementia,dementia_MildDemented,"test,val"
4c56ec41c8ca608bbfb6a458a07a1a6d432e17cc3589e84dc25a25bc658f8eba,data/alzheimers/MildDemented/8fe6e91f-3375-418d-bbcc-187048115456.jpg,val,dementia,dementia_MildDemented,"test,val"
8b75a867b08cd8340c756d2fa028b83a2f81b9a14099c30b8ca09684b8a77b66,data/alzheimers/MildDemented/b63947f6-d8f4-4cfe-8be2-a5885842b069.jpg,test,dementia,dementia_MildDemented,"test,val"
8b75a867b08cd8340c756d2fa028b83a2f81b9a14099c30b8ca09684b8a77b66,data/alzheimers/MildDemented/df26c9b7-276b-4d73-bcee-c9d72f656a05.jpg,val,dementia,dementia_MildDemented,"test,val"
493cc3de34bb865efd70e115260d24c321ea8d657e2fb77be69b3c7651feeac6,data/alzheimers/MildDemented/bc9e3029-b516-403d-9b8e-06574476de26.jpg,test,dementia,dementia_MildDemented,"test,train"
493cc3de34bb865efd70e115260d24c321ea8d657e2fb77be69b3c7651feeac6,data/alzheimers/MildDemented/d8c9744f-5ea5-498d-9174-e588a6bf5082.jpg,train,dementia,dementia_MildDemented,"test,train"
59bae9835842cf2b6d2818c05525e12bf655834c68a068305167fbfc697f5e11,data/alzheimers/MildDemented/c78bae1b-c038-4c62-a365-f83ebc96a5bc.jpg,test,dementia,dementia_MildDemented,"test,train"
59bae9835842cf2b6d2818c05525e12bf655834c68a068305167fbfc697f5e11,data/alzheimers/MildDemented/73f31462-5611-41d8-b170-59c55486e45c.jpg,train,dementia,dementia_MildDemented,"test,train"
4d6257524b5fcef75ae3ab72a9ee290cb2cdd14d072ca27313428d0c30add0fc,data/alzheimers/MildDemented/cc61852e-db6d-48d2-9d1f-68ccb2fa131b.jpg,test,dementia,dementia_MildDemented,"test,val"
4d6257524b5fcef75ae3ab72a9ee290cb2cdd14d072ca27313428d0c30add0fc,data/alzheimers/MildDemented/87ee85b9-69f0-48ab-b16d-5936ebc3b370.jpg,val,dementia,dementia_MildDemented,"test,val"
11376fa3e479544e98838896eda0a55e2a5822d67b7155805091652c74391eb8,data/alzheimers/MildDemented/d1ab217f-b14b-4f19-925d-a8695b5bb466.jpg,test,dementia,dementia_MildDemented,"test,train"
11376fa3e479544e98838896eda0a55e2a5822d67b7155805091652c74391eb8,data/alzheimers/MildDemented/31b6d19a-0e53-43db-85d5-8f44e5faa959.jpg,train,dementia,dementia_MildDemented,"test,train"
11376fa3e479544e98838896eda0a55e2a5822d67b7155805091652c74391eb8,data/alzheimers/MildDemented/94907192-ac1b-449b-b532-e5351c57556b.jpg,train,dementia,dementia_MildDemented,"test,train"
dfe349bd1166c0e92e42bc105254fb93ff33f199374d290e0c5adfb5bb41a156,data/alzheimers/MildDemented/d9e1b0d0-016f-42fa-8fae-ed1bab3135ba.jpg,test,dementia,dementia_MildDemented,"test,train"
dfe349bd1166c0e92e42bc105254fb93ff33f199374d290e0c5adfb5bb41a156,data/alzheimers/MildDemented/3aaa09a6-1a23-4dd5-827b-82240576086e.jpg,train,dementia,dementia_MildDemented,"test,train"
9a6c5c2c1b638e1914b4f5331f1e51f870227b5d98597713046ab1e23133075f,data/alzheimers/MildDemented/e3930401-0253-4cfd-b0e9-68950d16f741.jpg,test,dementia,dementia_MildDemented,"test,train"
9a6c5c2c1b638e1914b4f5331f1e51f870227b5d98597713046ab1e23133075f,data/alzheimers/MildDemented/dfe748c3-7071-4c76-a27b-50ffb96b1f47.jpg,train,dementia,dementia_MildDemented,"test,train"
44f7973672d1ee9b18b7a40df4f43e19f42a9613ee3c622d9d741572948a8498,data/alzheimers/MildDemented/ee5e55c8-e65c-4d56-a185-98816d08c36b.jpg,test,dementia,dementia_MildDemented,"test,train"
44f7973672d1ee9b18b7a40df4f43e19f42a9613ee3c622d9d741572948a8498,data/alzheimers/MildDemented/36d066b7-8d4b-48a7-8396-fe59867fc8d6.jpg,train,dementia,dementia_MildDemented,"test,train"
4c38f1e55e37884812e64ea54d62b118d07320d4fb17c4dab4a1cb3b934e00e6,data/alzheimers/ModerateDemented/038d9e9c-f1f1-41dc-bd44-8e155b619d3f.jpg,test,dementia,dementia_ModerateDemented,"test,train"
4c38f1e55e37884812e64ea54d62b118d07320d4fb17c4dab4a1cb3b934e00e6,data/alzheimers/ModerateDemented/20315ef9-e979-42dd-9284-418374716fcc.jpg,test,dementia,dementia_ModerateDemented,"test,train"
4c38f1e55e37884812e64ea54d62b118d07320d4fb17c4dab4a1cb3b934e00e6,data/alzheimers/ModerateDemented/1ae2a870-0ffd-4570-8122-2d9d32e1fb61.jpg,train,dementia,dementia_ModerateDemented,"test,train"
4c38f1e55e37884812e64ea54d62b118d07320d4fb17c4dab4a1cb3b934e00e6,data/alzheimers/ModerateDemented/5ef736bd-61f5-426f-b464-184f9725635e.jpg,train,dementia,dementia_ModerateDemented,"test,train"
4c38f1e55e37884812e64ea54d62b118d07320d4fb17c4dab4a1cb3b934e00e6,data/alzheimers/ModerateDemented/7792a9d7-30f5-4f94-a536-06414212da53.jpg,train,dementia,dementia_ModerateDemented,"test,train"
4c38f1e55e37884812e64ea54d62b118d07320d4fb17c4dab4a1cb3b934e00e6,data/alzheimers/ModerateDemented/e40c2582-742a-4770-9969-808c25c5a5c9.jpg,train,dementia,dementia_ModerateDemented,"test,train"
4c38f1e55e37884812e64ea54d62b118d07320d4fb17c4dab4a1cb3b934e00e6,data/alzheimers/ModerateDemented/eb6ebdf7-7aea-4f4d-98ad-23374ae18ea1.jpg,train,dementia,dementia_ModerateDemented,"test,train"
34ae88e35ddeef5353de346327efedef8732168d898f36bcb64d0e11f7a42673,data/alzheimers/ModerateDemented/05117d65-77df-4a0d-b25e-1130ebaab534.jpg,test,dementia,dementia_ModerateDemented,"test,train"
34ae88e35ddeef5353de346327efedef8732168d898f36bcb64d0e11f7a42673,data/alzheimers/ModerateDemented/62912fb3-0c43-44bc-9508-623c433a48f4.jpg,test,dementia,dementia_ModerateDemented,"test,train"
34ae88e35ddeef5353de346327efedef8732168d898f36bcb64d0e11f7a42673,data/alzheimers/ModerateDemented/93bcace8-44d4-44cd-baf6-3fa5b0edb657.jpg,train,dementia,dementia_ModerateDemented,"test,train"
34ae88e35ddeef5353de346327efedef8732168d898f36bcb64d0e11f7a42673,data/alzheimers/ModerateDemented/ac5fd48d-b17e-417d-b2cd-e3cb01ab40fa.jpg,train,dementia,dementia_ModerateDemented,"test,train"
34ae88e35ddeef5353de346327efedef8732168d898f36bcb64d0e11f7a42673,data/alzheimers/ModerateDemented/b76f0e70-c25e-47fa-8f52-2081b32669a6.jpg,train,dementia,dementia_ModerateDemented,"test,train"
34ae88e35ddeef5353de346327efedef8732168d898f36bcb64d0e11f7a42673,data/alzheimers/ModerateDemented/d08adb49-6fa4-466f-ac21-447a62974bf0.jpg,train,dementia,dementia_ModerateDemented,"test,train"
34ae88e35ddeef5353de346327efedef8732168d898f36bcb64d0e11f7a42673,data/alzheimers/ModerateDemented/db221e8a-6429-4b6d-8e71-646a66168769.jpg,train,dementia,dementia_ModerateDemented,"test,train"
34ae88e35ddeef5353de346327efedef8732168d898f36bcb64d0e11f7a42673,data/alzheimers/ModerateDemented/f3d2656a-3f16-43fb-aa83-427ed03bf801.jpg,train,dementia,dementia_ModerateDemented,"test,train"
6f718e33031145fa5ef4fde1899c5277c5a122c6fe2d2975dfc06a318e8588b2,data/alzheimers/ModerateDemented/0565f244-eb15-434d-976c-f9eeaa6704ba.jpg,test,dementia,dementia_ModerateDemented,"test,train"
6f718e33031145fa5ef4fde1899c5277c5a122c6fe2d2975dfc06a318e8588b2,data/alzheimers/ModerateDemented/4ccf1da6-dacc-408e-86ec-50e14d96c3bd.jpg,test,dementia,dementia_ModerateDemented,"test,train"
6f718e33031145fa5ef4fde1899c5277c5a122c6fe2d2975dfc06a318e8588b2,data/alzheimers/ModerateDemented/692726b0-23ed-4e53-b73a-74e24a09c26b.jpg,train,dementia,dementia_ModerateDemented,"test,train"
6f718e33031145fa5ef4fde1899c5277c5a122c6fe2d2975dfc06a318e8588b2,data/alzheimers/ModerateDemented/812e26a3-5c18-45d6-9c7b-bf50a02f5473.jpg,train,dementia,dementia_ModerateDemented,"test,train"
6f718e33031145fa5ef4fde1899c5277c5a122c6fe2d2975dfc06a318e8588b2,data/alzheimers/ModerateDemented/8eec1f5f-aea5-4feb-b9f8-0980824a529c.jpg,train,dementia,dementia_ModerateDemented,"test,train"
6f718e33031145fa5ef4fde1899c5277c5a122c6fe2d2975dfc06a318e8588b2,data/alzheimers/ModerateDemented/d7c3a2a1-7748-4f93-9405-9dacbf0808a0.jpg,train,dementia,dementia_ModerateDemented,"test,train"
9c73a33a4ee191f00c23cb8616899155287fa32903e5126472b5dfc39ae7c58c,data/alzheimers/ModerateDemented/0d3df21a-3e67-47e3-8732-e5db056f0ce2.jpg,test,dementia,dementia_ModerateDemented,"test,train,val"
9c73a33a4ee191f00c23cb8616899155287fa32903e5126472b5dfc39ae7c58c,data/alzheimers/ModerateDemented/2dc5a9f0-ee4c-4bae-b8a5-858eefd19f51.jpg,train,dementia,dementia_ModerateDemented,"test,train,val"
9c73a33a4ee191f00c23cb8616899155287fa32903e5126472b5dfc39ae7c58c,data/alzheimers/ModerateDemented/61dd369b-ff1b-409c-82a6-0e56cb3c70a9.jpg,train,dementia,dementia_ModerateDemented,"test,train,val"
9c73a33a4ee191f00c23cb8616899155287fa32903e5126472b5dfc39ae7c58c,data/alzheimers/ModerateDemented/6df064dd-1932-40fa-82e1-deb8059ce735.jpg,train,dementia,dementia_ModerateDemented,"test,train,val"
9c73a33a4ee191f00c23cb8616899155287fa32903e5126472b5dfc39ae7c58c,data/alzheimers/ModerateDemented/dccd67a1-8aa4-4cee-9724-f1edd9d84f31.jpg,train,dementia,dementia_ModerateDemented,"test,train,val"
9c73a33a4ee191f00c23cb8616899155287fa32903e5126472b5dfc39ae7c58c,data/alzheimers/ModerateDemented/da9e6b7f-6997-4dc3-9745-a627287c86c8.jpg,val,dementia,dementia_ModerateDemented,"test,train,val"
9c73a33a4ee191f00c23cb8616899155287fa32903e5126472b5dfc39ae7c58c,data/alzheimers/ModerateDemented/fea35e1d-f91b-4a13-a34d-484dfef5d017.jpg,val,dementia,dementia_ModerateDemented,"test,train,val"
d513d9dc8f12aeb1efa4f001298efbd966bdb51b9c2e76f134f9df50ee2b3f2e,data/alzheimers/ModerateDemented/0e89b875-bfda-4579-8746-681fc6dd0790.jpg,test,dementia,dementia_ModerateDemented,"test,train"
d513d9dc8f12aeb1efa4f001298efbd966bdb51b9c2e76f134f9df50ee2b3f2e,data/alzheimers/ModerateDemented/1d97a90f-a44d-4805-ae90-23a56339b262.jpg,train,dementia,dementia_ModerateDemented,"test,train"
d513d9dc8f12aeb1efa4f001298efbd966bdb51b9c2e76f134f9df50ee2b3f2e,data/alzheimers/ModerateDemented/225785dc-5864-473b-a044-713247f47ade.jpg,train,dementia,dementia_ModerateDemented,"test,train"
d513d9dc8f12aeb1efa4f001298efbd966bdb51b9c2e76f134f9df50ee2b3f2e,data/alzheimers/ModerateDemented/26ad45c3-e0ed-4433-ad92-d9b4517cee45.jpg,train,dementia,dementia_ModerateDemented,"test,train"
d513d9dc8f12aeb1efa4f001298efbd966bdb51b9c2e76f134f9df50ee2b3f2e,data/alzheimers/ModerateDemented/4f144e87-4915-46e2-8916-fd48348bcb5c.jpg,train,dementia,dementia_ModerateDemented,"test,train"
3168747b234857f61214f6d40e9380b17829644288362826cfc6c6e85ade5d9a,data/alzheimers/ModerateDemented/12c95cb3-8164-4d06-8d6f-ac148819710f.jpg,test,dementia,dementia_ModerateDemented,"test,train"
3168747b234857f61214f6d40e9380b17829644288362826cfc6c6e85ade5d9a,data/alzheimers/ModerateDemented/61b79586-ee09-46d8-8bbb-91774e187124.jpg,test,dementia,dementia_ModerateDemented,"test,train"
3168747b234857f61214f6d40e9380b17829644288362826cfc6c6e85ade5d9a,data/alzheimers/ModerateDemented/1d11f020-0223-447d-a204-71a1d6177be0.jpg,train,dementia,dementia_ModerateDemented,"test,train"
3168747b234857f61214f6d40e9380b17829644288362826cfc6c6e85ade5d9a,data/alzheimers/ModerateDemented/53dbf9cd-9f64-4166-a944-0710227b155c.jpg,train,dementia,dementia_ModerateDemented,"test,train"
3168747b234857f61214f6d40e9380b17829644288362826cfc6c6e85ade5d9a,data/alzheimers/ModerateDemented/6371a976-832c-477e-b869-023ee36de4ce.jpg,train,dementia,dementia_ModerateDemented,"test,train"
3168747b234857f61214f6d40e9380b17829644288362826cfc6c6e85ade5d9a,data/alzheimers/ModerateDemented/7faf857a-e2a2-4a71-a972-70ec337ea9e1.jpg,train,dementia,dementia_ModerateDemented,"test,train"
3168747b234857f61214f6d40e9380b17829644288362826cfc6c6e85ade5d9a,data/alzheimers/ModerateDemented/a15d5e05-979e-4788-b64d-7a05a4225c98.jpg,train,dementia,dementia_ModerateDemented,"test,train"
3168747b234857f61214f6d40e9380b17829644288362826cfc6c6e85ade5d9a,data/alzheimers/ModerateDemented/b5307f1a-9c77-47d8-b06c-b5c06a7362b5.jpg,train,dementia,dementia_ModerateDemented,"test,train"
3168747b234857f61214f6d40e9380b17829644288362826cfc6c6e85ade5d9a,data/alzheimers/ModerateDemented/d932729e-ba8c-461c-8e86-91f61dc4aee0.jpg,train,dementia,dementia_ModerateDemented,"test,train"
3168747b234857f61214f6d40e9380b17829644288362826cfc6c6e85ade5d9a,data/alzheimers/ModerateDemented/f582ff03-4df5-4c6f-8999-d3e49d1c9b03.jpg,train,dementia,dementia_ModerateDemented,"test,train"
e64fe435717a4a0d30900bf2306149879eeea822f861daa4abc896994dd2cdf2,data/alzheimers/ModerateDemented/1b8e4932-f62c-4a18-95e8-fc4d5d670ce3.jpg,test,dementia,dementia_ModerateDemented,"test,train,val"
e64fe435717a4a0d30900bf2306149879eeea822f861daa4abc896994dd2cdf2,data/alzheimers/ModerateDemented/c1eede38-bea5-47db-94f6-66c9baa2cdb2.jpg,test,dementia,dementia_ModerateDemented,"test,train,val"
e64fe435717a4a0d30900bf2306149879eeea822f861daa4abc896994dd2cdf2,data/alzheimers/ModerateDemented/38279754-6738-45d6-9fa8-b9b2af659972.jpg,train,dementia,dementia_ModerateDemented,"test,train,val"
e64fe435717a4a0d30900bf2306149879eeea822f861daa4abc896994dd2cdf2,data/alzheimers/ModerateDemented/51987e7f-c624-449c-bd13-d93fbcc5c247.jpg,train,dementia,dementia_ModerateDemented,"test,train,val"
e64fe435717a4a0d30900bf2306149879eeea822f861daa4abc896994dd2cdf2,data/alzheimers/ModerateDemented/73825f50-5cc7-4d4a-8a43-5204e4243ed1.jpg,train,dementia,dementia_ModerateDemented,"test,train,val"
e64fe435717a4a0d30900bf2306149879eeea822f861daa4abc896994dd2cdf2,data/alzheimers/ModerateDemented/edbb052f-620d-490f-9ac0-07f9176c02a1.jpg,train,dementia,dementia_ModerateDemented,"test,train,val"
e64fe435717a4a0d30900bf2306149879eeea822f861daa4abc896994dd2cdf2,data/alzheimers/ModerateDemented/80f09470-162d-4265-85a1-5a6aa1093030.jpg,val,dementia,dementia_ModerateDemented,"test,train,val"
623d9cdd4c96b985239d48ebcbbb11dd81d375f8e2142556e8cc0cc434efe474,data/alzheimers/ModerateDemented/1da53c9e-cfc3-46b1-a75d-f27fdf5f85cf.jpg,test,dementia,dementia_ModerateDemented,"test,train"
623d9cdd4c96b985239d48ebcbbb11dd81d375f8e2142556e8cc0cc434efe474,data/alzheimers/ModerateDemented/3237edb4-e47c-4ff1-92bb-6aa365508869.jpg,test,dementia,dementia_ModerateDemented,"test,train"
623d9cdd4c96b985239d48ebcbbb11dd81d375f8e2142556e8cc0cc434efe474,data/alzheimers/ModerateDemented/545b1390-ee67-4d8d-9bec-9aeaa1cbc13c.jpg,train,dementia,dementia_ModerateDemented,"test,train"
623d9cdd4c96b985239d48ebcbbb11dd81d375f8e2142556e8cc0cc434efe474,data/alzheimers/ModerateDemented/d0ba9fc1-a6d6-4ff0-b88b-e7367a910b86.jpg,train,dementia,dementia_ModerateDemented,"test,train"
eee73ea36f4991a594341837f68f45a3847200d1bfbccf60cb85dfdf9d102518,data/alzheimers/ModerateDemented/2506f088-8b1b-4ffd-a2ea-bad446adea37.jpg,test,dementia,dementia_ModerateDemented,"test,train"
